code,date,open,high,low,close,amount,volume
000300.SH,2019/11/11 10:20,3936.11,3941.64,3935.82,3939.83,2778.61,186758200
000300.SH,2019/11/11 10:25,3939.89,3939.89,3936.48,3937.1,2264.26,168058600
000300.SH,2019/11/11 10:30,3937.77,3937.77,3930.7,3930.92,2488.99,189001800
000300.SH,2019/11/11 10:35,3930.84,3934,3930.65,3932.45,2274.99,159270600
000300.SH,2019/11/11 10:40,3932.92,3933.01,3929.88,3929.88,2046.11,165202400
000300.SH,2019/11/11 10:45,3930.12,3930.21,3925.23,3929.66,2615.69,200112800
000300.SH,2019/11/11 10:50,3930.05,3931.82,3930.03,3930.24,1888.85,146886800
000300.SH,2019/11/11 10:55,3930.41,3930.41,3928.51,3928.62,1770.51,124953000
000300.SH,2019/11/11 11:00,3928.2,3932.65,3927.52,3930.96,1985.55,159493000
000300.SH,2019/11/11 11:05,3930.8,3931.4,3927.88,3927.96,1672.66,128559700
000300.SH,2019/11/11 11:10,3927.97,3928.07,3923.75,3923.86,1914.57,141968200
000300.SH,2019/11/11 11:15,3923.88,3924.39,3921.39,3922.26,2191.43,149186900
000300.SH,2019/11/11 11:20,3921.96,3923.34,3919.26,3921.95,2189.97,163318900
000300.SH,2019/11/11 11:25,3922.23,3924.12,3920.65,3923.04,1608.02,117169000
000300.SH,2019/11/11 11:30,3923.22,3923.22,3921.65,3922.2,1080.13,79432700
000300.SH,2019/11/11 13:05,3922.53,3922.53,3918.91,3921.13,2652.3,183982600
000300.SH,2019/11/11 13:10,3921.38,3922.77,3920.35,3920.93,1772.78,121599400
000300.SH,2019/11/11 13:15,3921.54,3922.16,3918.2,3921.16,1990.23,138198700
000300.SH,2019/11/11 13:20,3921.72,3921.72,3917.85,3918.08,1735.04,116359700
000300.SH,2019/11/11 13:25,3918.11,3920.7,3917.55,3919.35,1918.16,149657700
000300.SH,2019/11/11 13:30,3919.6,3925.98,3918.84,3924.77,1905.41,147129300
000300.SH,2019/11/11 13:35,3924.7,3926.72,3922.32,3926.16,1460.71,103079100
000300.SH,2019/11/11 13:40,3925.51,3926,3921.19,3921.19,1503.9,102437100
000300.SH,2019/11/11 13:45,3921.07,3925.21,3919.97,3923.6,1666.68,125685100
000300.SH,2019/11/11 13:50,3923.39,3924.38,3921.2,3924.38,1517.86,112658800
000300.SH,2019/11/11 13:55,3924.89,3924.89,3921.85,3922.05,1409.93,100208900
000300.SH,2019/11/11 14:00,3921.58,3921.58,3917.44,3917.44,1890.28,144270900
000300.SH,2019/11/11 14:05,3918.08,3920.69,3915.4,3916.74,2038.22,145210400
000300.SH,2019/11/11 14:10,3917.22,3917.53,3915.19,3915.99,2082.94,151966300
000300.SH,2019/11/11 14:15,3915.69,3915.69,3911.03,3912.08,2549.65,180534600
000300.SH,2019/11/11 14:20,3912.14,3912.14,3904.21,3904.21,2884.82,221667300
000300.SH,2019/11/11 14:25,3904.04,3905.37,3902.87,3905.13,3447.57,262281600
000300.SH,2019/11/11 14:30,3905.33,3907.13,3903.06,3907.13,2608.2,193443500
000300.SH,2019/11/11 14:35,3907.47,3909.11,3906.86,3907.11,2362.04,168355700
000300.SH,2019/11/11 14:40,3907.25,3907.25,3900.81,3900.85,2942.62,224224500
000300.SH,2019/11/11 14:45,3900.92,3900.92,3897.55,3898.3,3542.22,266520700
000300.SH,2019/11/11 14:50,3898.2,3901.83,3898.1,3901.7,3103.96,227657900
000300.SH,2019/11/11 14:55,3901.77,3903.53,3900.77,3903.23,3438.23,249282500
000300.SH,2019/11/11 15:00,3903.39,3903.75,3902.84,3902.98,2239.89,162895900
000300.SH,2019/11/12 9:35,3905.96,3908.47,3901.08,3903.38,7375.03,515363100
000300.SH,2019/11/12 9:40,3904.91,3914.88,3904.91,3914.54,4464.68,314603400
000300.SH,2019/11/12 9:45,3914.67,3914.67,3905.32,3905.78,3559.4,232666900
000300.SH,2019/11/12 9:50,3906.16,3906.93,3899.79,3906.61,4317.48,282248500
000300.SH,2019/11/12 9:55,3906.83,3906.86,3901.13,3901.13,3472.98,221699900
000300.SH,2019/11/12 10:00,3901.24,3905.58,3897.04,3899.29,4342.32,291330100
000300.SH,2019/11/12 10:05,3900.07,3901.38,3898,3900.85,3498.54,230052100
000300.SH,2019/11/12 10:10,3900.86,3900.86,3894.45,3897.81,3114.41,211634900
000300.SH,2019/11/12 10:15,3898.21,3898.34,3894.53,3894.9,2483.35,176512100
000300.SH,2019/11/12 10:20,3895.44,3902.59,3895.44,3902.21,2485.37,174543300
000300.SH,2019/11/12 10:25,3902.43,3904.09,3901.09,3901.65,2104.45,154205200
000300.SH,2019/11/12 10:30,3901.49,3901.93,3898.26,3899.1,2066.33,135421900
000300.SH,2019/11/12 10:35,3899.16,3901.06,3895.89,3896.7,2019.32,136528400
000300.SH,2019/11/12 10:40,3896.91,3899.24,3892.12,3898.3,2474.88,163286900
000300.SH,2019/11/12 10:45,3897.85,3897.85,3893.51,3895.6,1649.65,105990700
000300.SH,2019/11/12 10:50,3895.29,3895.29,3889.95,3890.21,1752.64,122761200
000300.SH,2019/11/12 10:55,3889.93,3889.93,3883.9,3884.6,2980.6,213484400
000300.SH,2019/11/12 11:00,3884.33,3884.33,3879.22,3882.05,2684.81,164830800
000300.SH,2019/11/12 11:05,3882.14,3883.09,3878.28,3878.28,2012.72,133114900
000300.SH,2019/11/12 11:10,3878.27,3882.17,3877.74,3881.92,1830.42,112122200
000300.SH,2019/11/12 11:15,3881.92,3887.47,3881.92,3885.85,1760.93,151734600
000300.SH,2019/11/12 11:20,3886.12,3886.22,3879.7,3879.9,1639.04,116208900
000300.SH,2019/11/12 11:25,3879.94,3880.08,3878.17,3879.41,1573.4,100601000
000300.SH,2019/11/12 11:30,3879.29,3884.61,3879.05,3884.61,1090.11,83064100
000300.SH,2019/11/12 13:05,3884.31,3888.42,3882.63,3887.95,2135.49,144630900
000300.SH,2019/11/12 13:10,3888.41,3888.78,3886.61,3887.12,1242.46,83694700
000300.SH,2019/11/12 13:15,3887.07,3893.04,3887.06,3893.04,1472.11,124174600
000300.SH,2019/11/12 13:20,3892.84,3895.52,3892.84,3895.17,1577.66,119812100
000300.SH,2019/11/12 13:25,3895.36,3898.63,3895.36,3897.97,1757.45,135582100
000300.SH,2019/11/12 13:30,3898.04,3900.39,3897.8,3897.8,1674.33,113882000
000300.SH,2019/11/12 13:35,3898.01,3898.66,3896.47,3898.66,1417.44,101698000
000300.SH,2019/11/12 13:40,3898.76,3905.51,3898.58,3902.72,2251.42,186325600
000300.SH,2019/11/12 13:45,3902.64,3904.08,3902.32,3903.95,1526.94,114129000
000300.SH,2019/11/12 13:50,3904.09,3904.51,3900.06,3900.29,1700.7,111608800
000300.SH,2019/11/12 13:55,3900.49,3900.49,3896.84,3897.38,1436.32,97482600
000300.SH,2019/11/12 14:00,3897.4,3897.68,3894.07,3894.36,1389.99,99456800
000300.SH,2019/11/12 14:05,3894.21,3895.77,3894.01,3895.72,1255.17,91601900
000300.SH,2019/11/12 14:10,3895.86,3899.43,3895.85,3899.43,1490.18,102086600
000300.SH,2019/11/12 14:15,3899.33,3901.81,3899.3,3901.77,1701.15,121810300
000300.SH,2019/11/12 14:20,3901.91,3902.62,3897.91,3898.74,1812.69,127863100
000300.SH,2019/11/12 14:25,3898.29,3898.96,3895.14,3895.98,1625.4,125133000
000300.SH,2019/11/12 14:30,3896.19,3897.57,3895.33,3896.79,1569.22,127748300
000300.SH,2019/11/12 14:35,3896.48,3896.55,3895.24,3896.15,1475.54,101353300
000300.SH,2019/11/12 14:40,3896.59,3896.68,3892.74,3893.02,1949.94,163386900
000300.SH,2019/11/12 14:45,3891.82,3896.84,3891.82,3896.64,2152.63,154703700
000300.SH,2019/11/12 14:50,3896.96,3901.69,3896.96,3901.54,2373.88,179542500
000300.SH,2019/11/12 14:55,3901.62,3903.67,3899.48,3903.67,2923.74,217987900
000300.SH,2019/11/12 15:00,3903.57,3904.13,3902.8,3903.69,2163.55,164602700
000300.SH,2019/11/13 9:35,3905.28,3905.28,3887.75,3890.79,7421.44,542072500
000300.SH,2019/11/13 9:40,3891.24,3892.46,3886.17,3889.7,4594.51,380196200
000300.SH,2019/11/13 9:45,3889.92,3893.05,3882.43,3883.25,4311.82,325442200
000300.SH,2019/11/13 9:50,3883.31,3888.37,3883.31,3886.6,3470.4,245539200
000300.SH,2019/11/13 9:55,3886.52,3890.19,3884.41,3889.76,2869.59,199481500
000300.SH,2019/11/13 10:00,3890.14,3891.04,3885.06,3887.37,2724.9,198499500
000300.SH,2019/11/13 10:05,3887.55,3888.84,3885.87,3887.79,2659.09,177677000
000300.SH,2019/11/13 10:10,3887.5,3898.84,3887.5,3898.69,2900.31,217413500
000300.SH,2019/11/13 10:15,3898.78,3898.78,3893.1,3893.1,2216.17,156620900
000300.SH,2019/11/13 10:20,3893.84,3897.2,3893.05,3897.2,2010,154437600
000300.SH,2019/11/13 10:25,3897.24,3897.52,3892.77,3894.24,2090.39,151025100
000300.SH,2019/11/13 10:30,3893.34,3895.11,3892.71,3895.11,1740.6,119748700
000300.SH,2019/11/13 10:35,3895.15,3895.23,3888.65,3889.05,2082.48,169509500
000300.SH,2019/11/13 10:40,3889.21,3895.72,3889.21,3895.61,1807.15,137867400
000300.SH,2019/11/13 10:45,3896.55,3897.26,3889.05,3889.05,2223.87,146627800
000300.SH,2019/11/13 10:50,3889.92,3895.39,3889.48,3895.39,1894.4,128927200
000300.SH,2019/11/13 10:55,3895.4,3900.75,3894.97,3899.98,1998.34,121275500
000300.SH,2019/11/13 11:00,3899.4,3900.05,3894.01,3900.05,1858.45,106077600
000300.SH,2019/11/13 11:05,3900.42,3901.83,3898.07,3901.06,2031.61,109484700
000300.SH,2019/11/13 11:10,3901.53,3905.71,3900.92,3902.96,2357.03,124575800
000300.SH,2019/11/13 11:15,3902.3,3905.72,3901.86,3904.47,2177.55,113482500
000300.SH,2019/11/13 11:20,3904.32,3908.42,3904.07,3907.62,2381.4,125544600
000300.SH,2019/11/13 11:25,3907.44,3907.88,3902.95,3903.15,2191.09,135729800
000300.SH,2019/11/13 11:30,3903.35,3904.99,3903.32,3904.04,1408.33,87076200
000300.SH,2019/11/13 13:05,3904.82,3904.86,3900.06,3902.65,2938.04,179442500
000300.SH,2019/11/13 13:10,3902.58,3904.11,3901.27,3901.63,1865.99,100439700
000300.SH,2019/11/13 13:15,3901.87,3902.62,3899.69,3899.74,1696.72,100374900
000300.SH,2019/11/13 13:20,3900.55,3900.55,3893.76,3893.93,1879.41,120647000
000300.SH,2019/11/13 13:25,3894.06,3895.4,3891.61,3892.65,1905.57,132926000
000300.SH,2019/11/13 13:30,3892.65,3894.82,3892.2,3892.69,1721.82,122412600
000300.SH,2019/11/13 13:35,3893.19,3895.3,3889.95,3890.47,1761.75,130099700
000300.SH,2019/11/13 13:40,3890.33,3893.3,3890.06,3892.52,1525.07,109317900
000300.SH,2019/11/13 13:45,3893.15,3893.33,3890.66,3891.42,1671.33,120447900
000300.SH,2019/11/13 13:50,3891.4,3895.76,3891.4,3895.7,1653,111616900
000300.SH,2019/11/13 13:55,3895.3,3899.01,3894.45,3894.58,1881.34,123637600
000300.SH,2019/11/13 14:00,3894.78,3895.11,3891.86,3892.67,1679.18,114538100
000300.SH,2019/11/13 14:05,3892.01,3892.36,3888.66,3888.76,2107.78,160579300
000300.SH,2019/11/13 14:10,3889.06,3890.25,3888.14,3888.83,1890.25,139282500
000300.SH,2019/11/13 14:15,3888.83,3891.75,3887.68,3891.74,1873.2,134458900
000300.SH,2019/11/13 14:20,3891.7,3893.4,3891.58,3891.69,2005.39,139405900
000300.SH,2019/11/13 14:25,3891.82,3893.03,3891.41,3892.32,1871.58,125998000
000300.SH,2019/11/13 14:30,3892.27,3892.34,3886.27,3887.57,2367.36,171740900
000300.SH,2019/11/13 14:35,3887.99,3896.22,3887.8,3895.65,2518.3,186367700
000300.SH,2019/11/13 14:40,3896.03,3896.14,3893.16,3894.33,1939.3,135805900
000300.SH,2019/11/13 14:45,3893.89,3898.94,3893.89,3898.43,2325.75,155985000
000300.SH,2019/11/13 14:50,3898.15,3899.99,3897.97,3898.42,2646.6,165827700
000300.SH,2019/11/13 14:55,3898.66,3899.01,3896.85,3898.53,2914.76,189614000
000300.SH,2019/11/13 15:00,3898.58,3899.98,3898.56,3899.98,1996.73,129608700
000300.SH,2019/11/14 9:35,3905.93,3910.48,3902.87,3906.12,8508.46,511730200
000300.SH,2019/11/14 9:40,3906.65,3908.75,3904.01,3906.51,4414.28,282990200
000300.SH,2019/11/14 9:45,3906.43,3911.05,3905,3910.43,3853.69,256710200
000300.SH,2019/11/14 9:50,3910.92,3914.27,3908.7,3908.7,4117.05,337907800
000300.SH,2019/11/14 9:55,3909.63,3909.63,3906.71,3907.66,3358.7,244431500
000300.SH,2019/11/14 10:00,3907.7,3907.7,3904.86,3906.43,3306.87,285051200
000300.SH,2019/11/14 10:05,3906.14,3906.14,3895.49,3897.28,4025.8,337105200
000300.SH,2019/11/14 10:10,3897.52,3903.37,3896.95,3903.14,2732.03,249502800
000300.SH,2019/11/14 10:15,3903.54,3903.88,3900.79,3900.81,2824.4,225986100
000300.SH,2019/11/14 10:20,3901.31,3901.31,3898.3,3900.74,2732.65,193730400
000300.SH,2019/11/14 10:25,3901.02,3903.26,3899.96,3901.78,2240.73,155333000
000300.SH,2019/11/14 10:30,3901.26,3907.14,3901.26,3907.14,2342.35,149254100
000300.SH,2019/11/14 10:35,3906.93,3908.98,3902.95,3903.72,2513.43,171773600
000300.SH,2019/11/14 10:40,3903.61,3905.19,3899.59,3900,2268.41,176688200
000300.SH,2019/11/14 10:45,3900.91,3902.21,3899.35,3900.8,2018.38,168449300
000300.SH,2019/11/14 10:50,3901.45,3902.12,3898.74,3899.03,1887.1,169132500
000300.SH,2019/11/14 10:55,3899.26,3899.26,3895.71,3896.29,1917.71,147688400
000300.SH,2019/11/14 11:00,3896.16,3897.62,3895.77,3897.62,1689.26,132084900
000300.SH,2019/11/14 11:05,3897.57,3897.84,3895.14,3895.67,1826.38,133547500
000300.SH,2019/11/14 11:10,3895.86,3900.51,3895.86,3900.51,1641.35,111881800
000300.SH,2019/11/14 11:15,3900.38,3902.85,3899.66,3902.6,1650.38,121998600
000300.SH,2019/11/14 11:20,3902.55,3905.78,3902.49,3905.47,1823.41,125364600
000300.SH,2019/11/14 11:25,3905.04,3905.78,3900.9,3901.42,1524.45,103757700
000300.SH,2019/11/14 11:30,3901.92,3903.47,3900.52,3902.84,1116.18,69248500
000300.SH,2019/11/14 13:05,3902.84,3905.55,3902.64,3903.14,2260.68,156706400
000300.SH,2019/11/14 13:10,3903.54,3905.21,3902.83,3903.58,1523.72,94527200
000300.SH,2019/11/14 13:15,3903.55,3904.47,3900.89,3902.03,1753.92,116601600
000300.SH,2019/11/14 13:20,3902.02,3903.68,3901.6,3903.27,1563.35,108720100
000300.SH,2019/11/14 13:25,3903.34,3907.5,3903.34,3906.47,1985.16,133104600
000300.SH,2019/11/14 13:30,3906.35,3907.66,3904.8,3904.8,1846.32,128441500
000300.SH,2019/11/14 13:35,3905.46,3912.92,3905.45,3912.79,2633.2,232137700
000300.SH,2019/11/14 13:40,3913.03,3913.33,3910.6,3910.6,2286,155338600
000300.SH,2019/11/14 13:45,3910.89,3915.88,3910.36,3915.56,2435.31,160543000
000300.SH,2019/11/14 13:50,3915.82,3916.95,3911.91,3911.91,2746.6,189543600
000300.SH,2019/11/14 13:55,3911.85,3912.59,3910.62,3911.59,1961.5,133122500
000300.SH,2019/11/14 14:00,3911.61,3913.1,3910.54,3910.76,1933.04,133947700
000300.SH,2019/11/14 14:05,3910.86,3910.95,3909.35,3909.66,1868.15,148131800
000300.SH,2019/11/14 14:10,3909.89,3913.17,3909.56,3913.17,2153.09,139928800
000300.SH,2019/11/14 14:15,3913.15,3913.28,3909.38,3911.37,2158.21,130491800
000300.SH,2019/11/14 14:20,3911.51,3914.01,3911.21,3913.59,2595.11,244190900
000300.SH,2019/11/14 14:25,3913.75,3915.01,3912.61,3913.74,2324.93,174664400
000300.SH,2019/11/14 14:30,3913.14,3913.15,3911.04,3912.34,1952.94,137435000
000300.SH,2019/11/14 14:35,3912.69,3913.86,3908.62,3909.42,2552.2,173157800
000300.SH,2019/11/14 14:40,3909.17,3909.17,3904.68,3904.81,2563.77,186330300
000300.SH,2019/11/14 14:45,3904.69,3906.56,3904.62,3905.33,2507.24,185083700
000300.SH,2019/11/14 14:50,3905.42,3907.92,3904.81,3907.55,2528.31,178092800
000300.SH,2019/11/14 14:55,3907.25,3907.61,3905.42,3906.63,3096.44,230606300
000300.SH,2019/11/14 15:00,3906.84,3907.2,3905.86,3905.86,2228.93,168648200
000300.SH,2019/11/15 9:35,3908.19,3908.89,3902.98,3903.68,6547.12,464698200
000300.SH,2019/11/15 9:40,3903.43,3903.43,3898.97,3900.06,4500.48,339709000
000300.SH,2019/11/15 9:45,3900.04,3902.41,3897.54,3897.73,4044.46,296996500
000300.SH,2019/11/15 9:50,3897.05,3897.84,3890.63,3890.63,4672.72,340316100
000300.SH,2019/11/15 9:55,3890.19,3892.61,3889.29,3890.06,4132.67,307327700
000300.SH,2019/11/15 10:00,3890.67,3890.84,3884.09,3884.45,3633.38,253341900
000300.SH,2019/11/15 10:05,3884.56,3889.08,3884.56,3888.55,3248.12,223128400
000300.SH,2019/11/15 10:10,3888.38,3888.85,3884.4,3887.42,2907.98,180930000
000300.SH,2019/11/15 10:15,3887.9,3890.79,3887.4,3889.16,2631.98,167619500
000300.SH,2019/11/15 10:20,3889.35,3889.83,3887.6,3889.64,2581.44,164093000
000300.SH,2019/11/15 10:25,3889.67,3889.8,3886.82,3886.82,2311.32,159537000
000300.SH,2019/11/15 10:30,3887.19,3887.93,3886.25,3887.85,2188.92,170665100
000300.SH,2019/11/15 10:35,3888.28,3888.28,3885.7,3886.83,2195.21,171723400
000300.SH,2019/11/15 10:40,3886.59,3907.04,3886.24,3903.82,3367.01,293672200
000300.SH,2019/11/15 10:45,3903.39,3905.42,3900.88,3903.74,2583.31,212885200
000300.SH,2019/11/15 10:50,3904.43,3904.48,3901.2,3903.73,1732.02,128851900
000300.SH,2019/11/15 10:55,3904.1,3907.74,3903.56,3907.74,2336.72,168430900
000300.SH,2019/11/15 11:00,3907.58,3914.83,3907.1,3914.83,2589.75,190560400
000300.SH,2019/11/15 11:05,3914.24,3915.1,3910.59,3910.99,2386.73,195206500
000300.SH,2019/11/15 11:10,3911.21,3911.59,3906.96,3906.96,1832.61,128810300
000300.SH,2019/11/15 11:15,3907.19,3907.19,3905.11,3906.9,1408.72,107612900
000300.SH,2019/11/15 11:20,3906.83,3907.62,3903.35,3903.35,1427.84,96872100
000300.SH,2019/11/15 11:25,3903.97,3904.03,3902.72,3903.93,1311.34,98141400
000300.SH,2019/11/15 11:30,3903.76,3904.8,3902.69,3904.69,984.11,67885300
000300.SH,2019/11/15 13:05,3905.04,3905.56,3902.11,3902.7,1894.68,132302500
000300.SH,2019/11/15 13:10,3902.61,3902.65,3900.31,3900.74,1227.2,86565200
000300.SH,2019/11/15 13:15,3900.55,3901.13,3897.24,3897.67,1322.53,88740100
000300.SH,2019/11/15 13:20,3897.83,3899.58,3897.66,3899.28,1317.57,82445400
000300.SH,2019/11/15 13:25,3899.12,3899.59,3897.11,3897.38,1422.88,101119500
000300.SH,2019/11/15 13:30,3897.39,3898.2,3896.67,3897.11,1451.91,98224000
000300.SH,2019/11/15 13:35,3897.18,3900.2,3896.42,3900.2,1512.07,129157200
000300.SH,2019/11/15 13:40,3899.66,3900.79,3899.54,3900.45,1449.65,98470900
000300.SH,2019/11/15 13:45,3900.39,3901.58,3899.29,3899.39,1403.48,94990700
000300.SH,2019/11/15 13:50,3899.51,3900.34,3894.54,3894.54,1831.03,127998200
000300.SH,2019/11/15 13:55,3894.61,3894.87,3892.22,3892.53,1978.62,149982600
000300.SH,2019/11/15 14:00,3892.31,3893.27,3891.5,3892.14,1632.62,113758900
000300.SH,2019/11/15 14:05,3891.43,3892.3,3888.8,3888.82,2058.32,143430300
000300.SH,2019/11/15 14:10,3888.62,3892.67,3888.62,3890.91,1784.22,127865000
000300.SH,2019/11/15 14:15,3891.19,3891.85,3890,3891.43,1391.18,101621200
000300.SH,2019/11/15 14:20,3891.3,3891.78,3888.17,3888.18,1953.08,131516700
000300.SH,2019/11/15 14:25,3888.34,3888.81,3886.57,3887.84,2257.92,156056400
000300.SH,2019/11/15 14:30,3888.03,3888.03,3884.63,3886.32,2356.19,166681900
000300.SH,2019/11/15 14:35,3886.45,3890.55,3886.45,3889.28,1935.06,133982700
000300.SH,2019/11/15 14:40,3889.2,3889.51,3884.62,3885.02,2164.25,155211800
000300.SH,2019/11/15 14:45,3884.68,3885.61,3883.61,3885.58,2746.66,204097500
000300.SH,2019/11/15 14:50,3885.35,3886.19,3881.24,3881.24,3187.27,248002000
000300.SH,2019/11/15 14:55,3881.31,3881.57,3877.81,3878.34,4419.19,337549000
000300.SH,2019/11/15 15:00,3877.86,3878.82,3877.09,3877.09,2438.14,182362500
000300.SH,2019/11/18 9:35,3874.44,3875.92,3868.32,3870.51,8174.57,594311400
000300.SH,2019/11/18 9:40,3870.67,3877.37,3870.67,3873.56,4493.35,322294000
000300.SH,2019/11/18 9:45,3873.31,3876.05,3870.97,3872.86,3949.37,256566600
000300.SH,2019/11/18 9:50,3872.84,3888.25,3870.73,3888.06,4529.02,337248900
000300.SH,2019/11/18 9:55,3888.43,3892.71,3887.99,3891.44,4394.64,329669400
000300.SH,2019/11/18 10:00,3891.56,3891.56,3887.73,3888.83,3197.17,222622100
000300.SH,2019/11/18 10:05,3889.02,3893.14,3888.08,3888.19,3203.66,224506000
000300.SH,2019/11/18 10:10,3887.42,3890.92,3886.18,3889.8,2606.95,186828900
000300.SH,2019/11/18 10:15,3890.15,3890.27,3883.4,3883.4,2460.28,184546100
000300.SH,2019/11/18 10:20,3883.96,3885.29,3882.68,3885.2,2335,160963900
000300.SH,2019/11/18 10:25,3884.94,3884.94,3880.73,3880.73,2431.09,183469800
000300.SH,2019/11/18 10:30,3880.53,3880.81,3878.54,3879.18,2281.29,151992700
000300.SH,2019/11/18 10:35,3879.68,3882.27,3879.27,3882.2,1881.12,122728600
000300.SH,2019/11/18 10:40,3882.25,3884.8,3881.98,3884.6,1657.94,122964000
000300.SH,2019/11/18 10:45,3884.84,3890.25,3884.6,3887.23,1883.88,130512500
000300.SH,2019/11/18 10:50,3886.65,3886.65,3884.61,3885.02,1328.86,83745000
000300.SH,2019/11/18 10:55,3884.86,3891.9,3884.08,3891.9,1831.93,124611500
000300.SH,2019/11/18 11:00,3891.99,3895.31,3891.13,3895.1,1723.43,113105800
000300.SH,2019/11/18 11:05,3894.96,3894.96,3891.68,3892.01,1457.03,103131000
000300.SH,2019/11/18 11:10,3892.39,3893.87,3889.74,3889.74,1508.11,117106100
000300.SH,2019/11/18 11:15,3889.91,3892.05,3888.91,3892.05,1331.91,93882300
000300.SH,2019/11/18 11:20,3891.96,3902.19,3891.96,3901.27,2279.3,179776500
000300.SH,2019/11/18 11:25,3901.84,3907.66,3901.46,3907.13,2232.49,162056300
000300.SH,2019/11/18 11:30,3907.91,3908.59,3905.36,3908.22,1430.23,106551800
000300.SH,2019/11/18 13:05,3908.22,3910.42,3905.25,3905.25,2595.16,201750100
000300.SH,2019/11/18 13:10,3905.54,3906.33,3902.62,3902.62,1561.97,113067200
000300.SH,2019/11/18 13:15,3902.18,3902.34,3898.73,3900.83,1593.5,109979100
000300.SH,2019/11/18 13:20,3901.26,3902.04,3900,3900.95,1354.21,84167700
000300.SH,2019/11/18 13:25,3901.05,3904.25,3901.05,3904.1,1557.17,106641700
000300.SH,2019/11/18 13:30,3904.26,3905.3,3902.66,3905.3,1560.67,95664000
000300.SH,2019/11/18 13:35,3905.23,3907.3,3905.08,3906.4,1715.67,112154900
000300.SH,2019/11/18 13:40,3906.05,3906.38,3902.94,3903.01,1618.71,106391000
000300.SH,2019/11/18 13:45,3902.99,3904.24,3902.23,3904.24,1544.58,115559800
000300.SH,2019/11/18 13:50,3904.19,3909.39,3904.19,3908.94,1854.17,134175800
000300.SH,2019/11/18 13:55,3908.71,3909.27,3907.42,3908.37,1614.92,124772000
000300.SH,2019/11/18 14:00,3908.13,3908.13,3905.86,3906.34,1440.98,120791300
000300.SH,2019/11/18 14:05,3906.51,3913.1,3906.51,3909.5,2192.09,160294200
000300.SH,2019/11/18 14:10,3909.91,3909.91,3905.52,3905.52,1538.92,126190500
000300.SH,2019/11/18 14:15,3905.74,3906.04,3904.45,3906.04,1498.89,104584800
000300.SH,2019/11/18 14:20,3906.12,3906.22,3904.22,3905.29,1379.86,95224400
000300.SH,2019/11/18 14:25,3904.95,3907.2,3904.82,3905.54,1556.23,110093700
000300.SH,2019/11/18 14:30,3905.68,3905.75,3900.95,3900.95,1917.1,140126700
000300.SH,2019/11/18 14:35,3901.09,3902.04,3900.2,3901.64,1864.66,132360100
000300.SH,2019/11/18 14:40,3901.71,3902.54,3900.39,3900.48,1737.41,122828600
000300.SH,2019/11/18 14:45,3900.4,3904.07,3899.78,3902.73,2058.29,146298200
000300.SH,2019/11/18 14:50,3902.98,3903.66,3902.15,3903.37,2115.56,158038500
000300.SH,2019/11/18 14:55,3903.53,3905.41,3902.81,3905.15,2591.45,186878300
000300.SH,2019/11/18 15:00,3905.29,3907.93,3904.81,3907.93,1977.99,138408000
000300.SH,2019/11/19 9:35,3904.1,3912.24,3902.38,3912.15,6157.84,441413400
000300.SH,2019/11/19 9:40,3912.79,3913.66,3909,3909.33,4068.7,274222400
000300.SH,2019/11/19 9:45,3909.09,3915.02,3909.07,3914.63,3785.6,234592200
000300.SH,2019/11/19 9:50,3915.01,3918.04,3914.83,3916.39,3571.35,231529800
000300.SH,2019/11/19 9:55,3916.53,3922.45,3916.17,3920.41,3744.34,236680500
000300.SH,2019/11/19 10:00,3920.56,3921.22,3920.01,3921.05,3223.94,201113500
000300.SH,2019/11/19 10:05,3920.52,3922.84,3919.66,3919.66,3297.1,224885500
000300.SH,2019/11/19 10:10,3919.34,3924.52,3918.42,3924.38,3352.36,241850100
000300.SH,2019/11/19 10:15,3924.05,3927.28,3924.05,3926.63,3180.91,214138700
000300.SH,2019/11/19 10:20,3926.5,3932.19,3925.5,3931.84,3099.78,199681000
000300.SH,2019/11/19 10:25,3931.33,3933.19,3930.82,3932.78,3272.41,205372100
000300.SH,2019/11/19 10:30,3932.17,3934.56,3931.42,3934.45,2602.09,152849900
000300.SH,2019/11/19 10:35,3933.6,3939.51,3933.6,3938.56,3450.2,232862500
000300.SH,2019/11/19 10:40,3937.69,3938.27,3935.25,3935.46,3015.19,197736400
000300.SH,2019/11/19 10:45,3935.29,3941.58,3935.29,3941.58,2847.2,180679400
000300.SH,2019/11/19 10:50,3940.96,3943.11,3940.96,3941.77,2860.18,207871700
000300.SH,2019/11/19 10:55,3940.57,3941.62,3938.6,3939.02,2110.66,155899400
000300.SH,2019/11/19 11:00,3938.52,3939.15,3936.68,3938.23,1841.23,116757700
000300.SH,2019/11/19 11:05,3938.27,3938.27,3936.66,3936.66,1944.12,123280800
000300.SH,2019/11/19 11:10,3936.35,3937.29,3935.18,3937.2,1812.58,118982600
000300.SH,2019/11/19 11:15,3937.21,3937.76,3936,3936.93,1660.42,104472000
000300.SH,2019/11/19 11:20,3936.59,3937.8,3931.56,3931.91,2132.27,146142900
000300.SH,2019/11/19 11:25,3931.97,3931.97,3929.85,3930.87,1773.18,117563800
000300.SH,2019/11/19 11:30,3931.03,3932.48,3930.82,3932.39,1104.43,80698300
000300.SH,2019/11/19 13:05,3932.54,3933.86,3932.14,3932.85,2547.11,175099100
